0,61,23,18,10,74,81,51,54,64,C,42,0
0,75,43,40,1,78,62,83,3,C,36,58,0
0,22,97,45,32,6,55,65,C,5,17,8,0
0,35,93,30,47,95,85,72,31,C,25,56,0
0,69,50,92,99,20,76,87,96,C,52,37,0
0,24,33,9,100,29,91,49,C,79,11,89,0
0,28,71,90,44,70,34,59,15,C,84,66,0
0,39,86,98,4,41,27,68,C,73,46,48,0
0,57,63,38,7,14,26,82,C,77,13,16,0
0,2,94,67,53,12,88,C,60,21,19,80,0
