0,35,70,79,21,63,15,46,56,C,82,98,0
0,22,87,20,33,65,37,69,C,9,71,41,0
0,44,53,18,4,7,C,100,83,10,36,99,0
0,34,8,64,68,84,24,92,13,C,23,95,0
0,93,51,42,39,19,6,45,C,12,66,14,0
0,26,91,3,60,72,28,C,90,62,40,38,0
0,55,85,88,89,67,75,96,C,11,76,1,0
0,58,52,32,25,27,48,73,C,81,43,80,0
0,47,31,29,74,2,77,78,16,C,86,97,0
0,50,5,30,57,49,C,59,94,61,17,54,0
