0,61,23,18,10,74,81,51,46,C,54,8,0
0,75,43,40,1,78,62,80,37,C,82,56,0
0,22,97,45,32,6,55,C,60,36,65,3,0
0,35,93,30,47,95,85,5,77,C,88,15,0
0,69,50,92,99,20,76,52,C,34,59,66,0
0,24,33,9,100,29,87,79,C,68,13,96,0
0,28,71,90,44,70,84,C,73,17,19,48,0
0,39,86,98,4,41,27,89,C,25,58,49,0
0,57,63,38,7,14,26,42,C,72,31,16,0
0,2,94,67,53,12,91,C,21,11,64,83,0
