0,90,76,94,68,34,61,75,C,88,95,85,0
0,69,31,23,39,20,4,C,42,49,54,29,0
0,93,13,36,82,71,62,70,43,C,27,21,0
0,56,74,3,55,17,63,33,8,C,9,80,0
0,78,15,45,40,60,58,C,77,16,72,32,0
0,12,2,89,7,59,48,C,87,1,79,26,0
0,41,5,66,25,44,97,C,24,64,6,83,0
0,50,96,65,22,52,73,35,C,14,18,57,0
0,84,92,30,38,51,C,47,99,37,81,91,0
0,28,10,46,86,11,98,C,19,67,53,C,0
