0,35,70,79,21,84,24,92,C,74,61,98,0
0,22,87,20,33,65,2,63,83,11,82,C,0
0,44,53,18,4,7,75,45,96,C,62,41,0
0,34,8,64,68,49,46,78,16,C,36,99,0
0,93,51,42,39,19,6,12,66,14,C,97,0
0,26,91,3,60,100,77,C,59,94,13,95,0
0,55,85,88,89,67,48,90,C,9,71,38,0
0,58,52,32,25,27,73,23,C,81,43,80,0
0,47,31,29,72,37,28,56,76,C,40,54,0
0,50,5,30,57,15,69,10,17,C,86,1,0
