0,90,76,94,68,34,62,C,61,75,19,9,0
0,69,31,23,39,20,4,87,18,C,14,81,0
0,93,13,36,82,71,70,47,72,C,16,53,0
0,56,74,3,55,17,63,33,C,77,67,21,0
0,78,15,45,40,60,58,35,C,24,1,79,0
0,12,2,89,7,59,48,83,C,43,27,85,0
0,41,5,66,25,44,97,57,54,8,C,6,0
0,50,96,65,22,52,73,64,C,99,37,80,0
0,84,92,30,38,51,98,29,49,26,C,32,0
0,28,10,46,86,11,91,C,42,88,95,C,0
